245968	漳州市交通建设投资开发有限公司	招标人:漳州市交通建设投资开发有限公司	招标人/n/N :/x/N 漳州市/ns/Y 交通/n/Y 建设/vn/Y 投资/vn/Y 开发/v/Y 有限公司/n/Y
413947	四川成自泸高速公路开发有限责任公司	2009年10月20日,本公司及控股子公司四川路桥桥梁工程有限公司分别收到四川成自泸高速公路开发有限责任公司发来的中标通知书	2009/m/N 年/m/N 10/m/N 月/m/N 20/m/N 日/m/N ,/x/N 本/r/N 公司/n/N 及/c/N 控股/v/N 子公司/n/N 四川/ns/N 路桥/ns/N 桥梁工程/n/N 有限公司/n/N 分别/d/N 收到/v/N 四川/ns/Y 成自/v/Y 泸/ns/Y 高速公路/n/Y 开发/v/Y 有限责任/l/Y 公司/n/Y 发来/v/N 的/uj/N 中标/n/N 通知书/nr/N
413947	四川成自泸高速公路开发有限责任公司	四川成自泸高速公路开发有限责任公司于2009年6月9日成立,注册资本2亿元,系四川公路桥梁建设集团有限公司的控股子公司,其中,本公司参股5%	四川/ns/Y 成自/v/Y 泸/ns/Y 高速公路/n/Y 开发/v/Y 有限责任/l/Y 公司/n/Y 于/p/N 2009/m/N 年/m/N 6/m/N 月/m/N 9/m/N 日/m/N 成立/v/N ,/x/N 注册资本/n/N 2/x/N 亿元/m/N ,/x/N 系/v/N 四川/ns/N 公路/n/N 桥梁/n/N 建设/vn/N 集团/n/N 有限公司/n/N 的/uj/N 控股/v/N 子公司/n/N ,/x/N 其中/r/N ,/x/N 本/r/N 公司/n/N 参股/v/N 5/x/N %/x/N
1932414	上海宝治集团有限公司	安徽鸿路钢结构(集团)股份有限公司(以下简称“公司”)于近日收到上海宝治集团有限公司(以下简称“宝治集团”)关于安徽A项目钢结构制作工程合同及补充协议,合同暂定钢结构制作工程量为15000吨,,楼承板暂定为145000m2,总共合同暂估价为58080440.00元人民币	安徽/ns/N 鸿/nr/N 路/n/N 钢结构/n/N (/x/N 集团/n/N )/x/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 近日/t/N 收到/v/N 上海/ns/Y 宝治/nr/Y 集团/n/Y 有限公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 宝治/nr/N 集团/n/N ”/x/N )/x/N 关于/p/N 安徽/ns/N A/x/N 项目/n/N 钢结构/n/N 制作/vn/N 工程/n/N 合同/a/N 及/c/N 补充协议/n/N ,/x/N 合同/a/N 暂定/d/N 钢结构/n/N 制作/vn/N 工程量/n/N 为/p/N 15000/m/N 吨/m/N ,/x/N ,/x/N 楼承板/n/N 暂定为/d/N 145000/m/N m2/eng/N ,/x/N 总共/b/N 合同/a/N 暂/d/N 估价/n/N 为/p/N 58080440.00/m/N 元/m/N 人民币/n/N
1932414	上海宝治集团有限公司	交易对方名称:上海宝治集团有限公司法定代表人:陈明	交易/n/N 对方/n/N 名称/n/N :/x/N 上海/ns/Y 宝治/nr/Y 集团/n/Y 有限公司/n/Y 法定代表/n/N 人/n/N :/x/N 陈明/nr/N
1932414	上海宝治集团有限公司	2016年至今公司已与上海宝治集团有限公司共发生交易额为2186.49万元	2016/m/N 年/m/N 至今/d/N 公司/n/N 已/d/N 与/p/N 上海/ns/Y 宝治/nr/Y 集团/n/Y 有限公司/n/Y 共/d/N 发生/v/N 交易额/n/N 为/p/N 2186.49/m/N 万元/m/N
252142	哈尔滨地铁集团有限公司	哈尔滨地铁集团有限公司与本公司近三年除上述交易外,无其它购销金额	哈尔滨/ns/Y 地铁/n/Y 集团/n/Y 有限公司/n/Y 与/p/N 本/r/N 公司/n/N 近三年/t/N 除/p/N 上述/b/N 交易/n/N 外/f/N ,/x/N 无/v/N 其它/r/N 购销/v/N 金额/n/N
252142	哈尔滨地铁集团有限公司	哈尔滨地铁集团有限公司财务状况较好,具备很强的履约能力	哈尔滨/ns/Y 地铁/n/Y 集团/n/Y 有限公司/n/Y 财务状况/n/N 较/d/N 好/a/N ,/x/N 具备/v/N 很强/a/N 的/uj/N 履约/v/N 能力/n/N
252142	哈尔滨地铁集团有限公司	哈尔滨地铁集团有限公司与本公司不存在关联关系	哈尔滨/ns/Y 地铁/n/Y 集团/n/Y 有限公司/n/Y 与/p/N 本/r/N 公司/n/N 不/d/N 存在/v/N 关联/ns/N 关系/n/N
252142	中铁电气化局集团有限公司城铁公司	1、中铁电气化局集团有限公司城铁公司是中铁电气化局集团有限公司下设的分公司	1/x/N 、/x/N 中铁/n/Y 电气化/n/Y 局/n/Y 集团/n/Y 有限公司/n/Y 城铁/n/Y 公司/n/Y 是/v/N 中铁/n/N 电气化/n/N 局/n/N 集团/n/N 有限公司/n/N 下设/v/N 的/uj/N 分公司/n/N
252142	中铁电气化局集团有限公司城铁公司	中铁电气化局集团有限公司城铁公司与本公司近三年除上述交易外,无其它购销金额	中铁/n/Y 电气化/n/Y 局/n/Y 集团/n/Y 有限公司/n/Y 城铁/n/Y 公司/n/Y 与/p/N 本/r/N 公司/n/N 近三年/t/N 除/p/N 上述/b/N 交易/n/N 外/f/N ,/x/N 无/v/N 其它/r/N 购销/v/N 金额/n/N
252142	中铁电气化局集团有限公司城铁公司	中铁电气化局集团有限公司城铁公司财务状况较好,具备很强的履约能力	中铁/n/Y 电气化/n/Y 局/n/Y 集团/n/Y 有限公司/n/Y 城铁/n/Y 公司/n/Y 财务状况/n/N 较/d/N 好/a/N ,/x/N 具备/v/N 很强/a/N 的/uj/N 履约/v/N 能力/n/N
252142	中铁电气化局集团有限公司城铁公司	中铁电气化局集团有限公司城铁公司与本公司不存在关联关系	中铁/n/Y 电气化/n/Y 局/n/Y 集团/n/Y 有限公司/n/Y 城铁/n/Y 公司/n/Y 与/p/N 本/r/N 公司/n/N 不/d/N 存在/v/N 关联/ns/N 关系/n/N
717052	上海绿地建设(集团)有限公司	安徽鸿路钢结构(集团)股份有限公司(以下简称“公司”)于2014年4月20日收到上海绿地建设(集团)有限公司(以下简称“绿地公司”)关于合肥市绿地中心北地块D座办公楼钢结构工程制作加工合同,合同钢结构制作暂估量12338吨,合同暂估价为82777044.00元人民币	安徽/ns/N 鸿/nr/N 路/n/N 钢结构/n/N (/x/N 集团/n/N )/x/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 2014/m/N 年/m/N 4/m/N 月/m/N 20/m/N 日/m/N 收到/v/N 上海/ns/Y 绿地/n/Y 建设/vn/Y (/x/Y 集团/n/Y )/x/Y 有限公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 绿地/n/N 公司/n/N ”/x/N )/x/N 关于/p/N 合肥市/ns/N 绿地/n/N 中心/n/N 北/ns/N 地块/n/N D座/n/N 办公楼/n/N 钢结构/n/N 工程/n/N 制作/vn/N 加工/vn/N 合同/a/N ,/x/N 合同/a/N 钢结构/n/N 制作/vn/N 暂/d/N 估量/n/N 12338/m/N 吨/m/N ,/x/N 合同/a/N 暂/d/N 估价/n/N 为/p/N 82777044.00/m/N 元/m/N 人民币/n/N
717052	上海绿地建设(集团)有限公司	交易对方名称:上海绿地建设(集团)有限公司法定代表人:谈德勤	交易/n/N 对方/n/N 名称/n/N :/x/N 上海/ns/Y 绿地/n/Y 建设/vn/Y (/x/Y 集团/n/Y )/x/Y 有限公司/n/Y 法定代表/n/N 人/n/N :/x/N 谈德勤/nr/N
717052	上海绿地建设(集团)有限公司	近一年公司与上海绿地建设(集团)有限公司无交易	近/a/N 一年/m/N 公司/n/N 与/p/N 上海/ns/Y 绿地/n/Y 建设/vn/Y (/x/Y 集团/n/Y )/x/Y 有限公司/n/Y 无/v/N 交易/n/N
19338529	随州市曾都区城乡规划建设局	安徽国祯环保节能科技股份有限公司(以下简称“公司”或“本公司”)于近日收到采购人(随州市曾都区城乡规划建设局)和招标代理单位(随州正兴工程造价事务有限公司)联合发来的《中标通知书》	安徽/ns/N 国祯/nrt/N 环保/j/N 节能/v/N 科技股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N 或/c/N “/x/N 本/r/N 公司/n/N ”/x/N )/x/N 于/p/N 近日/t/N 收到/v/N 采购/v/N 人/n/N (/x/N 随州市/ns/Y 曾都区/ns/Y 城乡规划/n/Y 建设局/nt/Y )/x/N 和/c/N 招标/n/N 代理/n/N 单位/n/N (/x/N 随州/ns/N 正兴/a/N 工程造价/n/N 事务/n/N 有限公司/n/N )/x/N 联合/v/N 发来/v/N 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N
19338529	随州市曾都区城乡规划建设局	3、采购人:随州市曾都区城乡规划建设局	3/x/N 、/x/N 采购/v/N 人/n/N :/x/N 随州市/ns/Y 曾都区/ns/Y 城乡规划/n/Y 建设局/nt/Y
15990156	新疆某通信公司	西安天和防务技术股份有限公司(以下简称“公司”或“天和防务”)于2017年4月18日与新疆某通信公司(以下简称“买方”)就“TH-R315地面目标监视雷达”签订了《设备采购合同书》,合同金额合计为616万元人民币,占公司2015年经审计营业收入的7.91%	西安/ns/N 天/q/N 和/c/N 防务/vn/N 技术/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N 或/c/N “/x/N 天/q/N 和/c/N 防务/vn/N ”/x/N )/x/N 于/p/N 2017/m/N 年/m/N 4/m/N 月/m/N 18/m/N 日/m/N 与/p/N 新疆/ns/Y 某/r/Y 通信/j/Y 公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 买方/n/N ”/x/N )/x/N 就/d/N “/x/N TH/eng/N -/x/N R315/eng/N 地面/n/N 目标/n/N 监视/v/N 雷达/nr/N ”/x/N 签订/v/N 了/ul/N 《/x/N 设备/vn/N 采购/v/N 合同书/n/N 》/x/N ,/x/N 合同/a/N 金额/n/N 合计/vn/N 为/p/N 616/m/N 万元/m/N 人民币/n/N ,/x/N 占/v/N 公司/n/N 2015/m/N 年/m/N 经/n/N 审计/v/N 营业/n/N 收入/v/N 的/uj/N 7.91/m/N %/x/N
18844749	云南广播电视台	2017年12月27日,当代东方投资股份有限公司(以下简称“公司”)与云南广播电视台签署《合作协议》(以下简称“协议”),就代理广告经营、电视剧采购等事宜开展合作,现将有关情况公告如下:	2017/m/N 年/m/N 12/m/N 月/m/N 27/m/N 日/m/N ,/x/N 当代/t/N 东方/s/N 投资/vn/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 与/p/N 云南/ns/Y 广播/vn/Y 电视台/n/Y 签署/v/N 《/x/N 合作/vn/N 协议/n/N 》/x/N (/x/N 以下/f/N 简称/v/N “/x/N 协议/n/N ”/x/N )/x/N ,/x/N 就/d/N 代理/n/N 广告/n/N 经营/vn/N 、/x/N 电视剧/n/N 采购/v/N 等/u/N 事宜/n/N 开展/v/N 合作/vn/N ,/x/N 现/tg/N 将/d/N 有关/vn/N 情况/n/N 公告/n/N 如下/t/N :/x/N
18844749	云南广播电视台	名称:云南广播电视台法定代表人:蔺斯鹰	名称/n/N :/x/N 云南/ns/Y 广播/vn/Y 电视台/n/Y 法定代表/n/N 人/n/N :/x/N 蔺斯鹰/nr/N
18844749	云南广播电视台	公司与云南广播电视台公司不存在关联关系	公司/n/N 与/p/N 云南/ns/Y 广播/vn/Y 电视台/n/Y 公司/n/N 不/d/N 存在/v/N 关联/ns/N 关系/n/N
18844749	云南广播电视台	最近三个会计年度,公司未与云南广播电视台公司发生交易	最近/f/N 三个/m/N 会计年度/n/N ,/x/N 公司/n/N 未/d/N 与/p/N 云南/ns/Y 广播/vn/Y 电视台/n/Y 公司/n/N 发生/v/N 交易/n/N
18844749	云南广播电视台	公司此次与云南广播电视台签订《合作协议》是公司经营范围内推进电视台渠道业务发展的又一项重大拓展,该协议的签署及今后正常的推进履行对公司协议约定合作期或更长时期内的经营预计将会产生积极影响	公司/n/N 此次/r/N 与/p/N 云南/ns/Y 广播/vn/Y 电视台/n/Y 签订/v/N 《/x/N 合作/vn/N 协议/n/N 》/x/N 是/v/N 公司/n/N 经营范围/n/N 内/n/N 推进/v/N 电视台/n/N 渠道/n/N 业务/n/N 发展/vn/N 的/uj/N 又/d/N 一项/m/N 重大/a/N 拓展/v/N ,/x/N 该/r/N 协议/n/N 的/uj/N 签署/v/N 及/c/N 今后/t/N 正常/d/N 的/uj/N 推进/v/N 履行/v/N 对/p/N 公司/n/N 协议/n/N 约定/v/N 合作/vn/N 期/q/N 或/c/N 更/d/N 长/a/N 时期/n/N 内/f/N 的/uj/N 经营/vn/N 预计/vn/N 将/d/N 会/v/N 产生/n/N 积极/ad/N 影响/vn/N
18844749	云南广播电视台	2、备查文件:公司与云南广播电视台签署的《合作协议》	2/x/N 、/x/N 备查/vn/N 文件/n/N :/x/N 公司/n/N 与/p/N 云南/ns/Y 广播/vn/Y 电视台/n/Y 签署/v/N 的/uj/N 《/x/N 合作/vn/N 协议/n/N 》/x/N
15543576	杭州市钱江新城建设开发有限公司	宏润建设集团股份有限公司(以下简称“公司”)于近日收到杭州市钱江新城建设开发有限公司中标通知书,杭州市沿江大道(观潮路--和睦港)地下综合管廊(自来水供水管道维修改造)工程I标项目由公司中标承建,工程中标价20,969.88万元	宏润/n/N 建设/vn/N 集团股份/nz/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 近日/t/N 收到/v/N 杭州市/ns/Y 钱江/nr/Y 新城/ns/Y 建设/vn/Y 开发/v/Y 有限公司/n/Y 中标/n/N 通知书/nr/N ,/x/N 杭州市/ns/N 沿江/f/N 大道/n/N (/x/N 观潮/n/N 路/n/N -/x/N -/x/N 和睦/nr/N 港/j/N )/x/N 地下/s/N 综合/vn/N 管廊/n/N (/x/N 自来水/l/N 供水管/n/N 道/q/N 维修/v/N 改造/v/N )/x/N 工程/n/N I/eng/N 标/n/N 项目/n/N 由/p/N 公司/n/N 中标/n/N 承建/v/N ,/x/N 工程/n/N 中/f/N 标价/n/N 20/m/N ,/x/N 969.88/m/N 万元/m/N
15543576	杭州市钱江新城建设开发有限公司	杭州市钱江新城建设开发有限公司	杭州市/ns/Y 钱江/nr/Y 新城/ns/Y 建设/vn/Y 开发/v/Y 有限公司/n/Y
1776969	中国铁塔股份有限公司广东省分公司	惠州亿纬锂能股份有限公司(以下简称“公司”)近日获悉在中华人民共和国工业和信息化部(以下简称“工信部”)通信工程建设项目招标投标管理信息平台发布的《广东铁塔公司2015年度第三批磷酸铁锂蓄电池采购项目中标候选人公示》中,公司被确定为中国铁塔股份有限公司广东省分公司(以下简称“广东铁塔公司”)2015年度第三批磷酸铁锂蓄电池采购项目招标的中标单位	惠州/ns/N 亿/m/N 纬/ng/N 锂/n/N 能/v/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 近日/t/N 获悉/v/N 在/p/N 中华人民共和国/ns/N 工业/n/N 和/c/N 信息化/n/N 部/n/N (/x/N 以下/f/N 简称/v/N “/x/N 工信/vn/N 部/n/N ”/x/N )/x/N 通信工程/l/N 建设项目/n/N 招标/n/N 投标/n/N 管理/vn/N 信息/n/N 平台/n/N 发布/v/N 的/uj/N 《/x/N 广东/ns/N 铁塔/n/N 公司/n/N 2015/m/N 年度/n/N 第三批/m/N 磷酸/nz/N 铁/n/N 锂/n/N 蓄电池/n/N 采购/v/N 项目/n/N 中标/n/N 候选人/n/N 公示/v/N 》/x/N 中/f/N ,/x/N 公司/n/N 被/p/N 确定/v/N 为/p/N 中国/ns/Y 铁塔/n/Y 股份/n/Y 有限公司/n/Y 广东省/ns/Y 分公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 广东/ns/N 铁塔/n/N 公司/n/N ”/x/N )/x/N 2015/m/N 年度/n/N 第三批/m/N 磷酸/nz/N 铁/n/N 锂/n/N 蓄电池/n/N 采购/v/N 项目/n/N 招标/n/N 的/uj/N 中标/n/N 单位/n/N
1776969	中国铁塔股份有限公司广东省分公司	中国铁塔股份有限公司广东省分公司	中国/ns/Y 铁塔/n/Y 股份/n/Y 有限公司/n/Y 广东省/ns/Y 分公司/n/Y
15779750	湖北随州高新技术产业园区建设局	北京东方园林环境股份有限公司(以下简称“公司”或“东方园林”)于近日收到湖北随州高新技术产业园区建设局(以下简称“招标人”或“甲方”)发来的《中标通知书》,确认公司为随州高新技术产业园区漂水及府河流域水环境综合整治PPP项目(以下简称“本项目”)的中标联合体	北京东方/ns/N 园林/n/N 环境/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N 或/c/N “/x/N 东方/s/N 园林/n/N ”/x/N )/x/N 于/p/N 近日/t/N 收到/v/N 湖北/ns/Y 随州/ns/Y 高新技术/n/Y 产业园/n/Y 区/n/Y 建设局/nt/Y (/x/N 以下/f/N 简称/v/N “/x/N 招标人/n/N ”/x/N 或/c/N “/x/N 甲方/n/N ”/x/N )/x/N 发来/v/N 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 确认/v/N 公司/n/N 为/p/N 随州/ns/N 高新技术/n/N 产业园/n/N 区/n/N 漂水/v/N 及/c/N 府河/ns/N 流域/n/N 水/n/N 环境/n/N 综合/vn/N 整治/n/N PPP/eng/N 项目/n/N (/x/N 以下/f/N 简称/v/N “/x/N 本/r/N 项目/n/N ”/x/N )/x/N 的/uj/N 中标/n/N 联合体/nt/N
16160322	湖南昭山经济建设投资有限公司	湖南华凯文化创意股份有限公司(以下简称“公司”)全资子公司上海华凯展览展示工程有限公司(以下简称“上海华凯”)近日收到招标人湖南昭山经济建设投资有限公司、招标代理机构湖南中技项目管理有限公司联合签发的中标通知书(中标通知书编号:4303001705040101-BD-001),确定公司全资子公司上海华凯和湖南华意建筑装修装饰有限公司(以下简称“华意建筑”)所组成的联合体单位为湖南健康产业展示馆布展工程建设项目设计施工总承包(EPC)的中标人	湖南华/nz/N 凯/nr/N 文化/n/N 创意/v/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 全资/n/N 子公司/n/N 上海/ns/N 华凯/nr/N 展览/v/N 展示/v/N 工程/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 上海/ns/N 华凯/nr/N ”/x/N )/x/N 近日/t/N 收到/v/N 招标人/n/N 湖南/ns/Y 昭山/ns/Y 经济/n/Y 建设/vn/Y 投资/vn/Y 有限公司/n/Y 、/x/N 招标/n/N 代理/n/N 机构/n/N 湖南/ns/N 中技/nz/N 项目管理/n/N 有限公司/n/N 联合/v/N 签发/v/N 的/uj/N 中标/n/N 通知书/nr/N (/x/N 中标/n/N 通知书/nr/N 编号/n/N :/x/N 4303001705040101/m/N -/x/N BD/eng/N -/x/N 001/m/N )/x/N ,/x/N 确定/v/N 公司/n/N 全资/n/N 子公司/n/N 上海/ns/N 华凯/nr/N 和/c/N 湖南华/nz/N 意/n/N 建筑装修/n/N 装饰/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 华意/n/N 建筑/n/N ”/x/N )/x/N 所/c/N 组成/v/N 的/uj/N 联合体/nt/N 单位/n/N 为/p/N 湖南/ns/N 健康/a/N 产业/n/N 展示馆/n/N 布展/nr/N 工程/n/N 建设项目/n/N 设计/vn/N 施工/vn/N 总/b/N 承包/v/N (/x/N EPC/eng/N )/x/N 的/uj/N 中标人/n/N
16160322	湖南昭山经济建设投资有限公司	湖南昭山经济建设投资有限公司注册号:914303007580048303	湖南/ns/Y 昭山/ns/Y 经济/n/Y 建设/vn/Y 投资/vn/Y 有限公司/n/Y 注册号/n/N :/x/N 914303007580048303/m/N
987632	贵州省交通运输厅	下简称“路桥集团”)收到贵州省交通运输厅发来的中标通知书,通知确定路桥集团为贵州省江津(渝黔界)经习水至古蔺(黔川界)高速公路投资人,收费期限29年11个月	下/f/N 简称/v/N “/x/N 路桥/ns/N 集团/n/N ”/x/N )/x/N 收到/v/N 贵州省/ns/Y 交通运输/j/Y 厅/n/Y 发来/v/N 的/uj/N 中标/n/N 通知书/nr/N ,/x/N 通知/v/N 确定/v/N 路桥/ns/N 集团/n/N 为/p/N 贵州省/ns/N 江津/ns/N (/x/N 渝/j/N 黔/j/N 界/n/N )/x/N 经/n/N 习水/n/N 至/p/N 古蔺/nr/N (/x/N 黔川界/nt/N )/x/N 高速公路/n/N 投资人/n/N ,/x/N 收费/n/N 期限/n/N 29/m/N 年/m/N 11/m/N 个/m/N 月/m/N
2235432	深圳市沃特玛电池有限公司	深圳市赢合科技股份有限公司(以下简称“公司”或“供方”)于2016年4月12日与深圳市沃特玛电池有限公司(以下简称“沃特玛”或“需方”)签署了《设备采购合同》(以下简称“合同”),具体情况如下:	深圳市/ns/N 赢合/v/N 科技股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N 或/c/N “/x/N 供方/n/N ”/x/N )/x/N 于/p/N 2016/m/N 年/m/N 4/m/N 月/m/N 12/m/N 日/m/N 与/p/N 深圳市/ns/Y 沃特玛/nr/Y 电池/n/Y 有限公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 沃特玛/nr/N ”/x/N 或/c/N “/x/N 需方/n/N ”/x/N )/x/N 签署/v/N 了/ul/N 《/x/N 设备/vn/N 采购/v/N 合同/a/N 》/x/N (/x/N 以下/f/N 简称/v/N “/x/N 合同/a/N ”/x/N )/x/N ,/x/N 具体情况/l/N 如下/t/N :/x/N
2235432	深圳市沃特玛电池有限公司	公司名称:深圳市沃特玛电池有限公司法定代表人:李瑶	公司/n/N 名称/n/N :/x/N 深圳市/ns/Y 沃特玛/nr/Y 电池/n/Y 有限公司/n/Y 法定代表/n/N 人/n/N :/x/N 李瑶/nr/N
2235432	深圳市沃特玛电池有限公司	4、履约能力分析:深圳市沃特玛电池有限公司具有较强的资金实力,具有较强的履约能力	4/x/N 、/x/N 履约/v/N 能力/n/N 分析/vn/N :/x/N 深圳市/ns/Y 沃特玛/nr/Y 电池/n/Y 有限公司/n/Y 具有/v/N 较强/a/N 的/uj/N 资金/n/N 实力/n/N ,/x/N 具有/v/N 较强/a/N 的/uj/N 履约/v/N 能力/n/N
19230778	中化泉州石化有限公司	张化机将依据中标通知书尽快与中国石化工程建设有限公司、中化泉州石化有限公司签订合同	张/q/N 化机/n/N 将/d/N 依据/p/N 中标/n/N 通知书/nr/N 尽快/d/N 与/p/N 中国/ns/N 石化/j/N 工程建设/l/N 有限公司/n/N 、/x/N 中化/j/Y 泉州/ns/Y 石化/j/Y 有限公司/n/Y 签订合同/n/N
19230778	中国石化工程建设有限公司	项目单位1:中国石化工程建设有限公司统一社会信用代码:91110000101692827Q企业类型:有限责任公司(法人独资)	项目/n/N 单位/n/N 1/x/N :/x/N 中国/ns/Y 石化/j/Y 工程建设/l/Y 有限公司/n/Y 统一/vn/N 社会/n/N 信用/n/N 代码/n/N :/x/N 91110000101692827/m/N Q/eng/N 企业/n/N 类型/n/N :/x/N 有限责任/l/N 公司/n/N (/x/N 法人/n/N 独资/vn/N )/x/N
19230778	中国石化工程建设有限公司	经营范围:压力容器的设计(具体品种范围以批准书为准,特种设备设计许可证有效期至2019年06月17日);《石油化工设计》、《乙烯工业》、《石油化工设备技术》、《石油化工安全环保技术》的出版(仅限中国石化工程建设有限公司	经营范围/n/N :/x/N 压力容器/l/N 的/uj/N 设计/vn/N (/x/N 具体/a/N 品种/n/N 范围/n/N 以/p/N 批准书/n/N 为准/v/N ,/x/N 特种设备/n/N 设计/vn/N 许可证/nr/N 有效期/n/N 至/p/N 2019/m/N 年/m/N 06/m/N 月/m/N 17/m/N 日/m/N )/x/N ;/x/N 《/x/N 石油化工/n/N 设计/vn/N 》/x/N 、/x/N 《/x/N 乙烯/n/N 工业/n/N 》/x/N 、/x/N 《/x/N 石油化工/n/N 设备/vn/N 技术/n/N 》/x/N 、/x/N 《/x/N 石油化工/n/N 安全/an/N 环保/j/N 技术/n/N 》/x/N 的/uj/N 出版/v/N (/x/N 仅限/v/N 中国/ns/Y 石化/j/Y 工程建设/l/Y 有限公司/n/Y
19230778	中国石化工程建设有限公司	中国石化工程建设有限公司(SinopecEngineeringIncorporation,以下简称“SEI”)成立于1953年,是我国首家石油炼制与石油化工工程设计单位	中国/ns/Y 石化/j/Y 工程建设/l/Y 有限公司/n/Y (/x/N SinopecEngineeringIncorporation/eng/N ,/x/N 以下/f/N 简称/v/N “/x/N SEI/eng/N ”/x/N )/x/N 成立/v/N 于/p/N 1953/m/N 年/m/N ,/x/N 是/v/N 我国/r/N 首家/m/N 石油/n/N 炼制/v/N 与/p/N 石油化工/n/N 工程设计/n/N 单位/n/N
19230778	中化泉州石化有限公司	项目单位2:中化泉州石化有限公司	项目/n/N 单位/n/N 2/x/N :/x/N 中化/j/Y 泉州/ns/Y 石化/j/Y 有限公司/n/Y
19230778	中化泉州石化有限公司	中化泉州石化有限公司(以下简称“中化泉州”)位于福建省泉州市泉惠石化工业园区,成立于2006年9月,是中化集团下属全资子公司,是“十二五”全国石油和化学工业环境保护先进单位、“2015年度能效领跑者标杆企业(原油加工)”	中化/j/Y 泉州/ns/Y 石化/j/Y 有限公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 中化/j/N 泉州/ns/N ”/x/N )/x/N 位于/v/N 福建省/ns/N 泉州市/ns/N 泉惠/ns/N 石化/j/N 工业园区/n/N ,/x/N 成立/v/N 于/p/N 2006/m/N 年/m/N 9/m/N 月/m/N ,/x/N 是/v/N 中化/j/N 集团/n/N 下属/v/N 全资/n/N 子公司/n/N ,/x/N 是/v/N “/x/N 十二五/m/N ”/x/N 全国/n/N 石油/n/N 和/c/N 化学工业/n/N 环境保护/n/N 先进/a/N 单位/n/N 、/x/N “/x/N 2015/m/N 年度/n/N 能效/n/N 领跑者/n/N 标杆/n/N 企业/n/N (/x/N 原油/n/N 加工/vn/N )/x/N ”/x/N
148449	国家电网公司	国家电网公司于2013年1月31日在国家电网公司电子商务平台(https://ecp.sgcc.com.cn/html/news/014001003/17350.html)公告了“国家电网公司	国家电网/nz/Y 公司/n/Y 于/p/N 2013/m/N 年/m/N 1/m/N 月/m/N 31/m/N 日/m/N 在/p/N 国家电网/nz/N 公司/n/N 电子商务/n/N 平台/n/N (/x/N https/eng/N :/x/N //x/N //x/N ecp/eng/N ./m/N sgcc/eng/N ./m/N com/eng/N ./m/N cn/eng/N //x/N html/eng/N //x/N news/eng/N //x/N 014001003/m/N //x/N 17350./m/N html/eng/N )/x/N 公告/n/N 了/ul/N “/x/N 国家电网/nz/N 公司/n/N
148449	国家电网公司	2013年电能表(含用电信息采集)试点项目招标采购-推荐的中标候选人公示”,江苏林洋电子股份有限公司(以下简称“公司”)为国家电网公司评标委员会推荐的中标候选人,现将相关中标情况提示如下:	2013/m/N 年/m/N 电能表/n/N (/x/N 含/v/N 用电/n/N 信息/n/N 采集/v/N )/x/N 试点/n/N 项目/n/N 招标/n/N 采购/v/N -/x/N 推荐/v/N 的/uj/N 中标/n/N 候选人/n/N 公示/v/N ”/x/N ,/x/N 江苏/ns/N 林洋/nr/N 电子/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 为/p/N 国家电网/nz/Y 公司/n/Y 评标/n/N 委员会/n/N 推荐/v/N 的/uj/N 中标/n/N 候选人/n/N ,/x/N 现/tg/N 将/d/N 相关/v/N 中标/n/N 情况/n/N 提示/v/N 如下/t/N :/x/N
