"Label","ID","Date","Events"
43,12626,"1991 January 17","In the Socialist Federal Republic of Yugoslavia, the Socialist Republic of Slovenia holds Yugoslavia's first multiparty election since 1938. After the election, a center-right coalition led by Lojze Peterle forms Yugoslavia's first non-Communist government since 1945."
21,12653,"1991 February 23","Cold War: The first post-Communist presidential and parliamentary elections are held in Romania."
43,12657,"1991 February 27","In the Burmese general election, Burma's first multiparty election in 30 years, the National League for Democracy led by Aung San Suu Kyi wins in a landslide, but the State Law and Order Restoration Council nullifies the election results."
43,12658,"1991 February 27","In the Colombian presidential election, C??sar Gaviria is elected President of Colombia; he takes office on August 7."
42,12671,"1988 August 19","Prime Minister of Israel Yitzhak Shamir ends 88 days with only an acting government by forming a coalition of right-wing and religious parties led by Shamir's Likud party."
43,12672,"1988 August 20","In the Czechoslovakian parliamentary election, Czechoslovakia's first free election since 1946, the Civic Forum wins the most seats but fails to secure a majority."
43,12675,"1988 August 21","First round of the Bulgarian Constitutional Assembly election sees the Bulgarian Socialist Party win a majority. The second round of voting is held June 17."
43,12678,"1988 August 25","In the Algerian local elections, Algeria's first multiparty election since 1962, the Islamic Salvation Front wins control of more than half of municipalities and 32 of Algeria's 48 provinces."
43,12697,"1991 March 13","First round of the Mongolian legislative election, the first multiparty ever held in Mongolia; the Mongolian People's Party wins by a wide margin after the second round of voting on July 29."
43,12704,"1991 March 17","The National Assembly of Bulgaria elects Zhelyu Zhelev as the first non-Communist President of Bulgaria in 40 years."
42,12728,"1991 April 15","Geoffrey Palmer resigns as Prime Minister of New Zealand and is replaced by Mike Moore."
43,12758,"1991 May 24","In the Pakistani general election, Prime Minister Bhutto's Pakistan Peoples Party loses power to a center-right coalition government led by the Islami Jamhoori Ittehad party."
43,12760,"1991 May 26","The New Zealand general election is won by the New Zealand National Party, and its leader, Jim Bolger, becomes prime minister."
42,12761,"1991 May 28","In Norway, the government headed by Prime Minister of Norway Jan P. Syse collapses."
43,12785,"1991 June 23","Lech Wa????sa and Stanis??aw Tymi??ski win the first round of the first Polish presidential election."
42,12787,"1991 June 25","Prime Minister of Singapore Lee Kuan Yew resigns and is replaced by Goh Chok Tong."
42,12788,"1991 July 1","Prime Minister of the United Kingdom Margaret Thatcher resigns and is replaced by John Major."
42,12792,"1991 July 4","President of Chad Hiss??ne Habr?? is deposed by the Patriotic Salvation Movement and replaced as president by its leader Idriss D??by."
43,12793,"1991 July 6?€?7","The German federal election (the first election held since German reunification) is won by Helmut Kohl, who becomes Chancellor of Germany."
42,12797,"1991 July 9","President Hussain Muhammad Ershad of Bangladesh is forced to resign following massive protests; he is replaced by Shahabuddin Ahmed, who becomes interim president."
43,12799,"1991 July 10","The National Assembly of Bulgaria elects Dimitar Iliev Popov as Prime Minister of Bulgaria."
43,12800,"1991 July 11","Slobodan Milo??evi?? elected President of Serbia in first round, general elections won by his Socialist Party."
43,12801,"1991 July 11","Lech Wa????sa wins the 2nd round of Poland's first presidential election."
21,12808,"1991 July 22","In the Slovenian independence referendum, 88.5% of the overall electorate (94.8% of votes), with the turnout of 93.3%, supported independence of the country."
43,12817,"1991 July 31","The runoff for the Guatemalan presidential election is won by Jorge Serrano El??as."
21,12839,"1991 August 30","Siad Barre is succeeded by Ali Mahdi Muhammad in Somalia."
21,12848,"1991 September 8","Singing Revolution: Voters in Lithuania support independence."
43,12852,"1991 September 15","The Cape Verdean presidential election, Cape Verde's first multiparty presidential election since 1975, is won by Ant??nio Mascarenhas Monteiro."
42,12854,"1991 September 17","President of Albania Ramiz Alia dismisses the government headed by Prime Minister of Albania Adil ??ar??ani in an effort to stem pro-democracy protests. Fatos Nano is sworn in as Prime Minister on February 22."
42,12857,"1991 September 20?€?21","In Thailand, General Sunthorn Kongsompong deposes Prime Minister Chatichai Choonhavan in a bloodless coup d'??tat."
43,12861,"1991 September 22","In the Bangladeshi general election, the Bangladesh Nationalist Party wins 139 of 300 seats in the Jatiyo Sangshad. BNP leader Khaleda Zia becomes President of Bangladesh on March 19."
21,12866,"1991 September 29","Singing Revolution: In the Estonian restoration of independence referendum and the Latvian independence and democracy poll, voters vote more than 3-to-1 in favor of independence from the Soviet Union."
43,12868,"1991 September 30","The S??o Tom?? and Pr??ncipe presidential election, the first contested presidential election in the history of S??o Tom?? and Pr??ncipe, is won by Miguel Trovoada."
43,12872,"1991 October 3","In the Salvadoran legislative election, the Nationalist Republican Alliance wins 39 of 48 seats in the Legislative Assembly of El Salvador."
21,12881,"1991 October 11","In a national referendum, the people of the Soviet Union vote in favor of keeping the 15 Soviet republics together, with the pro-unity position gaining 77% of the vote. Six Union Republics effectively boycott the referendum."
43,12882,"1991 October 11","In the Finnish parliamentary election, the Centre Party wins 55 of 200 seats in the Parliament of Finland, ending 25 years of dominance by the Social Democratic Party of Finland."
43,12885,"1988 March 16","The Beninese presidential election, Benin's first presidential election since 1970, is won by Nic??phore Soglo."
42,12886,"1991 October 13","In Mali, military officers led by Amadou Toumani Tour?? arrest President Moussa Traor?? and suspend the constitution."
21,12889,"1991 October 15","Albania holds its first multi-party elections."
21,12890,"1991 October 16","Georgian independence referendum, 1991: Georgia votes for independence from the Soviet Union."
42,12914,"1988 August 26","Prime Minister of Iceland Steingr??mur Hermannsson resigns following an inconclusive parliamentary election on April 20. On April 30, he is succeeded as prime minister by Dav???? Oddsson."
43,12925,"1991 November 14","Nepal holds its first multiparty legislative election since 1959."
21,12930,"1991 November 21","In the Croatian independence referendum, voters in the Socialist Republic of Croatia vote to secede from Yugoslavia."
42,12933,"1991 November 26","Acting Prime Minister of South Korea Ro Jai-bong resigns in the wake of rioting following a beating death of a student by police on April 26. On May 24, he is succeeded by Chung Won-shik."
21,12935,"1991 December 4","The Surinamese general election is won by the military-backed New Front for Democracy and Development."
42,12940,"1991 December 11","Fatos Nano resigns as Prime Minister of Albania following a nationwide strike. President of Albania Ramiz Alia appoints Ylli Bufi as his successor."
42,12942,"1991 December 12","President of Algeria Chadli Bendjedid dismisses Prime Minister of Algeria Mouloud Hamrouche following 11 days of antigovernment demonstrations, replacing him with Sid Ahmed Ghozali."
43,12952,"1991 December 22","End of voting in the Indian general election. The Indian National Congress wins the most seats but fails to secure a majority. On June 21, Congress leader P. V. Narasimha Rao becomes Prime Minister of India"
42,12956,"1992 January 2","President of Turkey Turgut ??zal appoints Mesut Y??lmaz as Prime Minister of Turkey, replacing Y??ld??r??m Akbulut, who had resigned."
43,13026,"1992 May 1","In the Swedish general election, the Social Democrats suffer their worst election results in 60 years, leading to the resignation of Prime Minister Ingvar Carlsson."
42,13046,"1992 June 2","Carl Bildt becomes the new Prime Minister of Sweden, replacing Ingvar Carlsson ."
43,13054,"1992 June 21","In the Bulgarian parliamentary election, the Union of Democratic Forces defeats the Bulgarian Socialist Party, leaving no remaining Communist governments in Eastern Europe."
43,13061,"1992 June 25","Former Ku Klux Klan Grand Wizard David Duke wins a spot in the runoff election for governor of Louisiana, ultimately losing to Edwin Edwards."
21,13064,"1988 July 3","The first free parliamentary elections are held in Poland."
43,13072,"1992 July 17","In a special election for the U.S. Senate, Harris Wofford scores an electoral upset against Dick Thornburgh, who had led him by 44 points in an August opinion poll."
42,13089,"1992 July 26","S??leyman Demirel of DYP forms the new government of Turkey (49th government, coalition partner CHP)."
21,13094,"1988 September 5","Dissolution of the Soviet Union: Ukrainians vote overwhelmingly for independence from the Soviet Union in a referendum."
21,13099,"1988 September 11","A referendum on the constitution of Romania is accepted as valid."
31,13105,"1988 September 12","Kazakhstan declares its independence from the Soviet Union."
43,13107,"1992 August 12","Paul Keating defeats Bob Hawke in a Labor Party leadership ballot. Consequently, Keating becomes Prime Minister of Australia, being sworn in the following day."
21,13122,"1992 September 11","Albanian referendum for territorial and political autonomy in FYR Macedonia."
43,13127,"1992 September 17","The Bulgarian presidential election is won by Zhelyu Zhelev, leader of the Union of Democratic Forces."
21,13156,"1988 September 16","White South Africans vote in favour of political reforms which will end the apartheid regime and create a power-sharing multi-racial government."
21,13157,"1992 November 13","In French regional elections, the conservative Rally for the Republic and the centre-right Union for French Democracy win in a landslide, capturing 20 of 22 metropolitan regional presidencies."
43,13169,"1988 April 10","The United Kingdom general election is narrowly won by the Conservative Party led by Prime Minister of the United Kingdom John Major."
21,13194,"1988 September 17?€?October 2","Parliamentary election held in Burkina Faso, for the first time since 1978."
21,13195,"1988 September 22","In a national referendum Denmark rejects the Maastricht Treaty by a narrow margin."
43,13204,"1988 October 5","The Israeli legislative election is won by the Israeli Labor Party under the leadership of Yitzhak Rabin, ousting a Likud government."
21,13207,"1993 January 25","Estonia holds a referendum on its constitution, which will come into effect on July 3."
21,13243,"1993 April 1","French voters narrowly approve the Maastricht Treaty in the French Maastricht Treaty referendum."
21,13260,"1988 October 5","Lithuania holds a referendum on its first constitution after declaring independence from the Soviet Union in 1991."
21,13261,"1993 May 1","In a national referendum, voters in Canada reject the Charlottetown Accord."
43,13262,"1988 April 16","Democratic Arkansas Governor Bill Clinton defeats Republican President George H. W. Bush and Independent Ross Perot in the 1992 Presidential Election."
21,13264,"1989 March 1","The Church of England votes to allow women to become priests."
43,13267,"1993 May 15","The Lithuanian parliamentary election sees the Communists of the Democratic Labour Party of Lithuania, led by Algirdas Brazauskas, return to power."
21,13271,"1993 May 25","In a national referendum related to abortion, voters in Ireland reject the proposed Twelfth Amendment of the Constitution Bill, 1992 (Ireland) but approve the Thirteenth Amendment of the Constitution of Ireland and the Fourteenth Amendment of the Constitution of Ireland."
43,13279,"1988 April 20","The South Korean presidential election is won by Kim Young-sam, the first non-military candidate elected since 1961."
43,13280,"1993 June 5","President of Serbia Slobodan Milo??evi?? defeats Milan Pani?? in the Serbian presidential election."
42,13299,"1988 October 5","Social Democrat Poul Nyrup Rasmussen succeeds Conservative Poul Schl??ter as Prime Minister of Denmark."
43,13304,"1988 October 7","Glafcos Clerides defeats incumbent George Vasiliou in the Cypriot presidential election."
43,13305,"1988 October 9","Albert Zafy defeats Didier Ratsiraka in the Madagascar presidential election."
43,13307,"1988 October 12","Prime Minister of Canada Brian Mulroney resigns amidst political and economic turmoil. Kim Campbell, his successor, becomes Canada's first female Prime Minister."
43,13314,"1988 October 12","Australian federal election, 1993: Paul Keating's Labor Government is re-elected with an increased majority, defeating the Liberal/National Coalition led by John Hewson."
21,13316,"1988 April 29","The Israeli Knesset elects Ezer Weizman as President of Israel."
43,13321,"1988 October 13","French legislative election, 1993: Rally for the Republic (Gaullist party) wins a majority and ??douard Balladur becomes Prime Minister."
43,13329,"1988 October 15","Eritreans vote overwhelmingly for independence from Ethiopia in a United Nations-monitored referendum, the Eritrean independence referendum."
43,13332,"1988 October 19","Yemeni parliamentary election, 1993: The General People's Congress wins a plurality of 121 seats."
43,13339,"1993 July 27","The Grand National Assembly of Turkey elects Prime Minister S??leyman Demirel as President of Turkey. After Demirel becomes president, the acting Prime Minister of Turkey is Erdal ??n??n?? of Social Democratic Populist Party for 40 days."
43,13344,"1988 October 27","Burundian presidential election, 1993: The first multiparty elections in Burundi since the country's independence lead to the election of Melchior Ndadaye, leader of the Front for Democracy in Burundi. The next day's legislative election sees his party win with an overwhelming majority."
42,13345,"1993 August 18","The National Assembly of Venezuela designates Ram??n Jos?? Vel??squez as successor of suspended President Carlos Andr??s P??rez."
43,13348,"1988 October 28","Mongolia holds its first direct presidential elections."
21,13350,"1988 October 29","Multipartyists win a referendum on the future of the one-party system in Malawi."
42,13355,"1988 October 30","Tansu ??iller of True Path Party forms the new government of Turkey."
43,13367,"1988 October 30","Japanese general election, 1993: The loss of majority of the Liberal Democratic Party results in a coalition taking power."
43,13379,"1988 October 30","Norwegian parliamentary election, 1993: The Labour Party wins a plurality of the seats, and Prime Minister Gro Harlem Brundtland retains office."
43,13383,"1993 October 10","Polish parliamentary election, 1993: A coalition of the Democratic Left Alliance and the Polish People's Party led by Waldemar Pawlak comes into power."
43,13395,"1993 November 12","Greek legislative election, 1993: Andreas Papandreou begins his second term as Prime Minister of Greece."
21,13407,"1993 December 7","In a status referendum, Puerto Rico residents vote with a slim margin to maintain Commonwealth status."
43,13415,"1993 December 15","Rafael Caldera Rodr??guez is elected President of Venezuela for the second time, succeeding interim president Ram??n Jos?? Vel??squez."
42,13417,"1993 December 18","President of Ivory Coast F??lix Houphou??t-Boigny dies at 88, the oldest African head of state. He is succeeded three days later by Henri Konan B??di??."
43,13419,"1993 December 20","Chilean presidential election, 1993: Eduardo Frei Ruiz-Tagle is elected with 58% of the vote."
43,13421,"1993 December 29","P??ter Boross becomes Prime Minister of Hungary following the death of J??zsef Antall."
42,13422,"1993 December 30","Prime Minister of Canada Kim Campbell resigns as leader of the Progressive Conservative Party, and is succeeded as leader by Jean Charest."
43,13426,"1994 January 8","Omar Bongo is re-elected as President of Gabon in the country's first multiparty elections."
21,13451,"1994 March 23","A referendum in Moldova results in the electorate voting against possible reunification with Romania."
43,13460,"1988 October 30","TV tycoon Silvio Berlusconi's right-wing coalition wins the Italian general election."
21,13466,"1994 May 5","Voters in Finland decide to join the European Union in a referendum."
21,13474,"1994 June 17","Malawi holds its first multiparty elections."
21,13476,"1994 June 23","The Republic of South Africa rejoins the British Commonwealth after the first democratic election. South Africa left the British Commonwealth in 1961."
26,13493,"1988 November 1","Brazil wins the 1994 FIFA World Cup, defeating Italy 3?€?2 in a penalty shoout in the final (full-time 0?€?0)."
43,13511,"1988 November 2","In Slovakia, populist leader Vladim??r Me??iar wins the general election."
21,13524,"1994 November 13","Voters in Sweden decide to join the European Union in a referendum."
21,13530,"1994 December 3","Taiwan held the first full local elections; James Soong elected as the first and only direct elected Governor of Taiwan, Chen Shui-bian became the first direct elected Mayor of Taipei, Wu Den-yih became the first directed Mayor of Kaohsiung."
22,12034,"1988 June 29","The world's first conference on artificial life is held at Los Alamos National Laboratory."
22,12037,"1989 February 24","The Canada?€?United States Free Trade Agreement is reached but still requires ratification. This agreement would be a precursor to NAFTA."
22,12053,"1989 September 18","The Parlatino Treaty of Institutionalization is signed."
22,12174,"1989 November 10","The Republican National Convention in New Orleans, Louisiana nominates George H. W. Bush for President and Dan Quayle for Vice President of the United States of America."
22,12213,"1989 December 1","The very first Fairtrade label, Max Havelaar, is launched by Nico Roozen, Frans van der Hoff and ecumenical development agency Solidaridad in the Netherlands."
22,12232,"1989 December 9","The United Nations Convention Against Illicit Traffic in Narcotic Drugs and Psychotropic Substances is signed at Vienna."
22,12239,"1989 December 14","In accordance with United Nations Security Council Resolution 626 and the New York Accords, Cuban troops begin withdrawing from Angola."
22,12242,"1989 December 17","Thirty-five European nations, meeting in Vienna, agree to strengthen human rights and strengthen East-West trade."
22,12281,"1990 January 27","The Berne Convention, an international treaty on copyrights, is ratified by the United States."
22,12285,"1990 January 31","Twelve European Community nations agree to ban the production of all chlorofluorocarbons (CFCs) by the end of the century."
22,12321,"1990 March 12","NATO debates modernising short range missiles; although the U.S. and U.K. are in favour, West German Chancellor Helmut Kohl obtains a concession deferring a decision."
22,12384,"1988 July 1","At the 15th G7 summit, leaders call for restrictions on gas emissions."
22,12402,"1990 May 27","The presidents of five Central American countries agree that the U.S.-backed contras fighting the government of Nicaragua should be disbanded and evicted from their bases in Honduras by December 5."
22,12429,"1990 June 13?€?15","Representatives of the government of Ethiopia and Eritrean separatists meet in Atlanta, with former U.S. President Jimmy Carter attempting to broker a peace settlement."
22,12494,"1988 July 3","UNESCO adopts the Seville Statement on Violence at the 25th session of its General Conference."
22,12513,"1990 September 5","Cold War: Malta Summit ?€? In a meeting off the coast of Malta, U.S. President George H. W. Bush and Soviet leader Mikhail Gorbachev release statements indicating that the Cold War between their nations may be coming to an end."
22,12578,"1990 November 28","Representatives of NATO and the Warsaw Pact meet in Ottawa for an ""Open Skies"" conference. The conference results in agreements about superpower troop levels in Europe and on German reunification."
22,12583,"1990 December 1","In Cartagena, Colombia, a summit is held between President of the United States George H. W. Bush, President of Bolivia Jaime Paz Zamora, President of Colombia Virgilio Barco Vargas, and President of Peru Alan Garc??a. The leaders pledge additional cooperation in fighting international drug trafficking."
22,12640,"1991 February 5","First talks between the government of South Africa and the African National Congress."
22,12651,"1991 February 22","German reunification: East Germany and West Germany sign a treaty to merge their economic and social systems, effective July 1."
22,12652,"1991 February 23","The US and the USSR agree to end production of chemical weapons and to destroy most of their stockpiles of chemical weapons."
22,12694,"1991 March 13","The 16th G7 summit is held in Houston, Texas."
22,12708,"1991 March 26","Gulf War: The United Nations Security Council orders a global trade embargo against Iraq in response to its invasion of Kuwait."
22,12710,"1991 March 26","The South African government and ANC begin talks on ending Apartheid in South Africa."
22,12738,"1991 April 26","Cold War: The two German states and the Four Powers sign the Treaty on the Final Settlement with Respect to Germany in Moscow, paving the way for German reunification."
22,12781,"1991 June 17","The leaders of Canada, the United States, and 32 European states meet in Paris to formally mark the end of the Cold War."
22,12782,"1991 June 20","Charter of Paris for a New Europe signed."
22,12789,"1991 July 1","Gulf War: The United Nations Security Council passes UN Security Council Resolution 678, authorizing military intervention in Iraq if that state does not withdraw its forces from Kuwait and free all foreign hostages by Tuesday, January 15, 1991."
22,12815,"1991 July 31","The United Nations Security Council votes unanimously to condemn Israel's treatment of the Palestinians."
22,12851,"1991 September 11","The Visegrad Agreement, establishing cooperation to move toward free-market systems, is signed by the leaders of Czechoslovakia, Hungary and Poland."
22,12887,"1989 February 24","Argentina, Brazil, Uruguay and Paraguay sign the Treaty of Asunci??n, establishing the South Common Market (Mercosur is its acronym in Spanish)."
22,12893,"1991 October 20","Iraq disarmament crisis: The U.N. Security Council passes the Cease Fire Agreement, Resolution 687. The Resolution calls for the destruction or removal of all of Iraq's chemical and biological weapons, all stocks of agents and components, and all research, development, support and manufacturing facilities for ballistic missiles with a range greater than 150 km and production facilities; and for an end to its support for international terrorism. Iraq accepts the terms of the resolution on April 6."
22,12906,"1991 November 5","The European Economic Community lifts economic sanctions on South Africa in response to moves to end the apartheid system."
2,12945,"1991 December 16","About 200,000 people attend a parade of 8,800 returning Persian Gulf War troops in Washington, D.C."
22,12991,"1992 February 21","The United States and the Soviet Union sign the START I treaty limiting strategic nuclear weapons."
22,12993,"1992 February 26","Israel agrees to participate in the Madrid Conference of 1991, which is held in October."
22,13033,"1992 May 10","Iraq disarmament crisis: IAEA inspectors discover files on Iraq's hidden nuclear weapons program. Iraqi officials confiscate documents from U.N. weapons inspectors, refusing to allow them to leave the site without turning over other documents. A 4-day standoff ensues. Iraq permits the team to leave with the documents after the U.N. Security Council threatens enforcement actions."
22,13035,"1992 May 15","United Nations Special Commission inspectors discover secret Iraqi documents in Baghdad detailing plans to make nuclear weapons, but the Iraqi Army forcibly remove the documents from the inspectors."
22,13051,"1992 June 17","Iraq disarmament crisis: The U.N. Security Council passes Resolution 715, which demands that Iraq ""accept unconditionally the inspectors and all other personnel designated by the Special Commission"". Iraq rejects the resolution, calling it ""unlawful."""
22,13069,"1992 July 10","In Madrid, the Middle East Peace Conference opens, the first direct negotiations between Israel and nearly all its Arab adversaries."
22,13098,"1992 August 3?€?4","Leaders of Russia, Belarus, and Ukraine meet and sign an agreement ending the Soviet Union and establishing the Commonwealth of Independent States (CIS), in the Bia??owie??a Forest Nature Reserve in Belarus."
22,13106,"1988 July 6","United Nations General Assembly Resolution 3379: The United Nations General Assembly adopts United Nations General Assembly Resolution 46/86 which states that Zionism is not racism, repealing United Nations General Assembly Resolution 3379 (adopted 1975). The resolution is favoured by 111 nations and opposed by 25."
22,13110,"1992 August 20","The North Atlantic Cooperation Council (NAC-C) meets for the first time, the day on which the Soviet Union ceases to exist. source"
22,13138,"1992 October 4","The Maastricht Treaty is signed, founding the European Union."
22,13145,"1992 October 14","The United Nations Security Council approves Resolution 743 to send a UNPROFOR peacekeeping force to Yugoslavia."
22,13159,"1992 November 15","The Open Skies Treaty is signed in Helsinki, Finland to establish a program of unarmed survelliance flights over the 34 member states. It went into effect on January 1, 2002."
22,13184,"1989 April 20","The United Nations Framework Convention on Climate Change is adopted in New York."
22,13188,"1993 January 3","The Commonwealth of Independent States Collective Security Treaty (CST) is signed (effective 20 April 1994)."
22,13228,"1993 March 17","Canada, Mexico, and the United States announce that a deal has been reached on the North American Free Trade Agreement; the deal will be formally signed on December 17, 1992."
22,13272,"1993 June 1","UN Security Council Resolution 794 is unanimously passed, approving a coalition of United Nations peacekeepers led by the United States to form UNITAF, tasked with ensuring humanitarian aid gets distributed and establishing peace in Somalia."
22,13284,"1993 June 8","The European Economic Community eliminates trade barriers and creates a European single market."
22,13287,"1993 June 18","In Moscow, Presidents George H. W. Bush (United States) and Boris Yeltsin (Russia) sign the second Strategic Arms Reduction Treaty."
22,13293,"1993 June 25","The Chemical Weapons Convention (CWC) is signed."
22,13306,"1993 July 2","UN Security Council Resolution 808 is voted on, deciding that ""an international tribunal shall be established"" to prosecute violations of international law in Yugoslavia. The tribunal is established on May 25 by Resolution 827."
22,13364,"1988 July 6","The 19th G7 summit is held in Tokyo, Japan."
22,13380,"1993 October 4","Oslo I Accord: PLO leader Yasser Arafat and Israeli prime minister Yitzhak Rabin shake hands in Washington, D.C., after signing a peace accord."
22,13394,"1993 November 11","The UNMIH is prevented from entering Haiti. On October 18, economic sanctions (abolished in August) are reinstated."
22,13396,"1993 November 17?€?22","The fifth summit of the Francophonie opens in Mauritius."
32,13399,"1993 November 18","The Maastricht Treaty takes effect, formally establishing the European Union."
22,13404,"1993 December 2","London Convention: Marine dumping of radioactive waste is outlawed."
22,13405,"1993 December 2","The North American Free Trade Agreement (NAFTA) passes the legislative houses in the United States, Canada and Mexico."
22,13408,"1993 December 7","The first meeting of the Asia-Pacific Economic Cooperation summit opens in Seattle."
22,13411,"1993 December 11","An agreement establishing the Permanent Commission for East African Co-operation is signed."
22,13424,"1994 January 1","The Uruguay Round of General Agreement on Tariffs and Trade (GATT) talks reach a successful conclusion after seven years."
22,13427,"1994 January 11","The United Nations General Assembly votes unanimously to appoint a U.N. High Commissioner for Human Rights."
22,13433,"1994 February 5","The North American Free Trade Agreement (NAFTA) is established."
22,13437,"1994 February 12","U.S. President Bill Clinton and Russian President Boris Yeltsin sign the Kremlin accords, which stop the preprogrammed aiming of nuclear missiles toward each country's targets, and also provide for the dismantling of the nuclear arsenal in Ukraine."
22,13471,"1994 June 1","The Bishkek Protocol between Armenia and Azerbaijan is signed in Bishkek, Kyrgyzstan; effectively freezing the Nagorno-Karabakh conflict."
35,12048,"1987 December 8","Zine El Abidine Ben Ali assumes the Presidency of Tunisia."
35,12068,"1988 June 26","General Rahimuddin Khan retires from the Pakistan Army, along with the cabinet of the country's military dictatorship."
35,12070,"1988 June 27","Gust??v Hus??k resigns as General Secretary of the Communist Party of Czechoslovakia."
35,12082,"1987 December 9","President of the Republic of China, Chiang Ching-kuo passed away; Vice-President Lee Teng-hui became president."
35,12084,"1989 September 22","U.S. Vice President George H. W. Bush and CBS News anchor Dan Rather clash over Bush's role in the Iran?€?Contra affair during a contentious television interview."
35,12088,"1989 September 23","Anthony Kennedy is appointed to the Supreme Court of the United States."
35,12099,"1988 August 5","U.S. presidential candidate George H. W. Bush defeats Bob Dole in numerous Republican primaries and caucuses on ""Super Tuesday"". The bipartisan primary/caucus calendar, designed by Democrats to help solidify their own nominee early, backfires when none of the 6 competing candidates are able to break out of the pack in the day's Democratic contests. Jesse Jackson, however, wins several Southern state primaries."
23,12101,"1989 October 3","Gallaudet University, a university for the deaf in Washington, D.C., elects Dr. I. King Jordan as the first deaf president in its history. This conclusion of the Deaf President Now campaign is a turning point in the deaf civil rights movement."
35,12103,"1989 October 5","Iran?€?Contra affair: Lieutenant Colonel Oliver North and Vice Admiral John Poindexter are indicted on charges of conspiracy to defraud the United States."
35,12111,"1989 October 9","An Israeli court sentences Mordechai Vanunu to 18 years in prison for disclosing Israel's nuclear program to The Sunday Times."
35,12115,"1989 October 17","Governor Evan Mecham of Arizona is convicted in his impeachment trial and removed from office."
35,12131,"1989 February 10","In Israel, Ivan Demjanjuk is sentenced to death for war crimes committed in World War II. He is accused by survivors of being the notorious guard at the Treblinka extermination camp known as ""Ivan the Terrible"". The conviction is later overturned by the Israeli Supreme Court."
35,12167,"1988 June 28","Arif Hussain Hussaini, leader of Pakistani Shia Muslims, is shot in Peshawar."
35,12173,"1989 November 10","Pakistani President Muhammad Zia-ul-Haq and the U.S. ambassador to Pakistan, Arnold Lewis Raphel, are killed in a plane crash near Bahawalpur."
35,12187,"1989 November 12","Chilean dictator Augusto Pinochet loses a national plebiscite on his rule; he relinquishes power in 1990."
35,12193,"1989 November 14","In the second U.S. presidential debate, held by U.C.L.A., the Democratic party nominee, Michael Dukakis, is asked by journalist Bernard Shaw of CNN if he would support the death penalty if his wife, Kitty, were to be raped and murdered. Gov. Dukakis' reply, voicing his opposition to capital punishment in any and all circumstances, is later said to have been a major reason for the eventual failure of his campaign for the White House."
35,12220,"1989 December 3","Former Korean president Chun Doo Hwan publicly apologizes for corruption during his presidency, announcing he will go into exile."
35,12221,"1989 December 3","Carlos Salinas de Gortari takes office as President of Mexico."
35,12223,"1989 December 6","Benazir Bhutto is sworn in as Prime Minister of Pakistan, becoming the first woman to head the government of an Islam-dominated state."
35,12231,"1989 December 7","Perennial U.S. presidential candidate Lyndon LaRouche is convicted of mail fraud."
23,12234,"1989 December 10","Drexel Burnham Lambert agreed to plead guilty to insider trading and other violations and pay penalties of US$650 million."
35,12235,"1989 December 10","Prime Minister Ranasinghe Premadasa takes office as the third President of Sri Lanka."
38,12237,"1989 December 11","Hirohito dies, and Akihito is enthroned as the 125th Emperor of Japan immediately, followed by the change in the era name from Showa to Heisei on the following day."
35,12240,"1989 December 15","President of the United States Ronald Reagan delivers his farewell address to the nation."
35,12247,"1989 December 22","George H. W. Bush is sworn in as the 41st President of the United States."
35,12254,"1989 December 29","Carlos Andr??s P??rez takes office as President of Venezuela."
23,12257,"1990 January 1","After a stroke, State President of South Africa P. W. Botha resigns his party's leadership."
35,12262,"1990 January 7","Ron Brown is elected chairman of the Democratic National Committee, becoming the first African American to lead a major United States political party."
35,12263,"1990 January 9","U.S. President Bush meets Canadian prime minister Mulroney in Ottawa, laying the groundwork for the Acid Rain Treaty of 1991."
35,12264,"1990 January 11","Barbara Harris is the first woman consecrated as a bishop of the Episcopal Church in the United States of America (and also the first woman to become a bishop in the worldwide Anglican Communion)."
38,12276,"1990 January 22","The funeral of Hirohito is attended by representatives of 160 nations."
35,12298,"1990 February 13","Alfredo Cristiani is elected President of El Salvador."
23,12299,"1990 February 13","Australian Prime Minister Bob Hawke weeps on national television as he admits marital infidelity."
23,12311,"1990 March 3","National Safety Council of Australia chief executive John Friedrich is arrested after defrauding investors to the tune of $235 million."
35,12316,"1990 March 9","The death of Hu Yaobang sparks the beginning of the Tiananmen Square protests of 1989."
35,12323,"1990 March 15","Zaid al-Rifai resigns as Prime Minister of Jordan in the wake of riots over government imposed price hikes that began on April 18."
35,12324,"1990 March 15","Noboru Takeshita resigns as Prime Minister of Japan in the wake of a stock-trading scandal."
35,12325,"1990 March 15","The term of Baginda Almutawakkil Alallah Sultan Iskandar Al-Haj ibni Almarhum Sultan Ismail as the 8th Yang di-Pertuan Agong of Malaysia ends."
35,12327,"1990 March 15","Sultan Azlan Muhibbudin Shah ibni Almarhum Sultan Yusuff Izzudin Shah Ghafarullahu-lahu, Sultan of Perak, becomes the 9th Yang di-Pertuan Agong of Malaysia."
35,12332,"1990 March 21","Andr??s Rodr??guez, who had seized power and declared himself President of Paraguay during a military coup in February, wins a landslide election in a general election marked by charges of fraud."
35,12335,"1990 March 25","The coalition government of Prime Minister of the Netherlands Ruud Lubbers collapses in a dispute about a pollution cleanup plan."
